source_file,experiment_code,run,week,temperature,star_id,date,time,flip_number,start_frame,end_frame,duration_frames,duration_seconds,seconds_from_first_flip_start,total_frames
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,8,642,694,53,26.5,301.5,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,9,710,800,91,45.5,335.5,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,10,816,882,67,33.5,388.5,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,11,908,971,64,32.0,434.5,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,12,985,1020,36,18.0,473.0,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,13,1039,1078,40,20.0,500.0,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,14,1095,1164,70,35.0,528.0,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i3\0-11_19_23-13_10_37-i3.csv,R1_W2_14-5C,R1,W2,14.5C,i3,2023-11-19,13:10:37,15,1190,1216,27,13.5,575.5,1256
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,1,78,160,83,41.5,0.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,2,173,234,62,31.0,47.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,3,269,339,71,35.5,95.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,4,355,397,43,21.5,138.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,5,416,442,27,13.5,169.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,6,455,495,41,20.5,188.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,7,508,606,99,49.5,215.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,8,622,683,62,31.0,272.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,9,719,767,49,24.5,320.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,10,778,827,50,25.0,350.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,11,847,876,30,15.0,384.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,12,904,1013,110,55.0,413.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,13,1037,1113,77,38.5,479.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,14,1169,1206,38,19.0,545.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,15,1235,1286,52,26.0,578.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,16,1307,1352,46,23.0,614.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i7\0-11_19_23-13_22_44-i7.csv,R1_W2_14-5C,R1,W2,14.5C,i7,2023-11-19,13:22:44,17,1378,1435,58,29.0,650.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,1,1,84,84,42.0,0.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,2,99,168,70,35.0,49.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,3,211,243,33,16.5,105.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,4,260,311,52,26.0,129.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,5,322,349,28,14.0,160.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,6,372,410,39,19.5,185.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,7,430,469,40,20.0,214.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,8,488,560,73,36.5,243.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,9,580,633,54,27.0,289.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,10,660,683,24,12.0,329.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,11,699,794,96,48.0,349.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,12,805,841,37,18.5,402.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,13,893,964,72,36.0,446.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,14,993,1034,42,21.0,496.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,15,1052,1075,24,12.0,525.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,16,1108,1164,57,28.5,553.5,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,17,1189,1238,50,25.0,594.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\i8\0-11_19_23-13_37_10-i8.csv,R1_W2_14-5C,R1,W2,14.5C,i8,2023-11-19,13:37:10,18,1257,1315,59,29.5,628.0,1367
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,1,16,162,147,73.5,0.0,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,2,186,262,77,38.5,85.0,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,3,291,374,84,42.0,137.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,4,399,454,56,28.0,191.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,5,481,588,108,54.0,232.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,6,603,736,134,67.0,293.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,7,784,877,94,47.0,384.0,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,8,895,939,45,22.5,439.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,9,955,1056,102,51.0,469.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,10,1091,1152,62,31.0,537.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,11,1166,1224,59,29.5,575.0,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p10\0-11_19_23-12_45_47-p10.csv,R1_W2_14-5C,R1,W2,14.5C,p10,2023-11-19,12:45:47,12,1241,1354,114,57.0,612.5,1384
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,1,21,118,98,49.0,0.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,2,142,235,94,47.0,60.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,3,257,311,55,27.5,118.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,4,334,389,56,28.0,156.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,5,408,430,23,11.5,193.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,6,442,493,52,26.0,210.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,7,513,527,15,7.5,246.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,8,547,574,28,14.0,263.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,9,589,620,32,16.0,284.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,10,633,670,38,19.0,306.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,11,689,710,22,11.0,334.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,12,735,755,21,10.5,357.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,13,777,796,20,10.0,378.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,14,816,846,31,15.5,397.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,15,859,902,44,22.0,419.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,16,936,966,31,15.5,457.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,17,986,1016,31,15.5,482.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,18,1035,1055,21,10.5,507.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,19,1070,1140,71,35.5,524.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p12\0-11_19_23-12_58_19-p12.csv,R1_W2_14-5C,R1,W2,14.5C,p12,2023-11-19,12:58:19,20,1162,1201,40,20.0,570.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,1,1,31,31,15.5,0.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,2,70,126,57,28.5,34.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,3,139,179,41,20.5,69.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,4,199,236,38,19.0,99.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,5,258,289,32,16.0,128.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,6,312,332,21,10.5,155.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,7,354,382,29,14.5,176.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,8,400,436,37,18.5,199.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,9,455,497,43,21.5,227.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,10,513,557,45,22.5,256.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,11,574,611,38,19.0,286.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,12,634,668,35,17.5,316.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,13,699,739,41,20.5,349.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,14,759,814,56,28.0,379.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,15,829,879,51,25.5,414.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,16,897,956,60,30.0,448.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,17,973,1012,40,20.0,486.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,18,1036,1084,49,24.5,517.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,19,1114,1190,77,38.5,556.5,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p6\0-11_19_23-12_21_23-p6.csv,R1_W2_14-5C,R1,W2,14.5C,p6,2023-11-19,12:21:23,20,1207,1261,55,27.5,603.0,1314
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,1,63,86,24,12.0,0.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,2,133,194,62,31.0,35.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,3,205,267,63,31.5,71.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,4,290,355,66,33.0,113.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,5,372,460,89,44.5,154.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,6,479,507,29,14.5,208.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,7,554,605,52,26.0,245.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,8,640,669,30,15.0,288.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,9,688,751,64,32.0,312.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,10,782,815,34,17.0,359.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,11,829,854,26,13.0,383.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,12,929,976,48,24.0,433.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,13,990,1060,71,35.5,463.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,14,1079,1115,37,18.5,508.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,15,1136,1173,38,19.0,536.5,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,16,1209,1235,27,13.5,573.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R1_W2_14-5C\p9\0-11_19_23-12_33_38-p9.csv,R1_W2_14-5C,R1,W2,14.5C,p9,2023-11-19,12:33:38,17,1265,1307,43,21.5,601.0,1335
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,1,4,8,5,2.5,0.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,2,13,143,131,65.5,4.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,3,145,152,8,4.0,70.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,4,164,205,42,21.0,80.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,5,244,277,34,17.0,120.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,6,297,398,102,51.0,146.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,7,430,485,56,28.0,213.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,8,515,570,56,28.0,255.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,9,590,653,64,32.0,293.0,1439
