source_file,experiment_code,run,week,temperature,star_id,date,time,flip_number,start_frame,end_frame,duration_frames,duration_seconds,seconds_from_first_flip_start,total_frames
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,12,1231,1298,68,34.0,571.0,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,1,58,154,97,48.5,0.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,2,223,310,88,44.0,82.5,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,3,328,377,50,25.0,135.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,4,397,478,82,41.0,169.5,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,5,501,581,81,40.5,221.5,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,6,616,679,64,32.0,279.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,7,700,826,127,63.5,321.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,8,852,880,29,14.5,397.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,9,908,1004,97,48.5,425.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,10,1026,1093,68,34.0,484.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,11,1119,1176,58,29.0,530.5,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,12,1198,1247,50,25.0,570.0,1276
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,1,23,61,39,19.5,0.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,2,79,157,79,39.5,28.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,3,173,202,30,15.0,75.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,4,224,284,61,30.5,100.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,5,305,442,138,69.0,141.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,6,462,529,68,34.0,219.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,7,545,606,62,31.0,261.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,8,630,686,57,28.5,303.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,9,712,745,34,17.0,344.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,10,779,813,35,17.5,378.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,11,843,867,25,12.5,410.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,12,886,930,45,22.5,431.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,13,946,978,33,16.5,461.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,14,996,1067,72,36.0,486.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,15,1102,1124,23,11.5,539.5,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,16,1141,1205,65,32.5,559.0,1280
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,1,4,10,7,3.5,0.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,2,33,86,54,27.0,14.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,3,106,152,47,23.5,51.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,4,175,227,53,26.5,85.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,5,246,273,28,14.0,121.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,6,295,324,30,15.0,145.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,7,340,375,36,18.0,168.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,8,411,458,48,24.0,203.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,9,481,541,61,30.5,238.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,10,559,588,30,15.0,277.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,11,608,649,42,21.0,302.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,12,673,727,55,27.5,334.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,13,753,811,59,29.5,374.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,14,833,856,24,12.0,414.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,15,872,932,61,30.5,434.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,16,957,988,32,16.0,476.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,17,1014,1045,32,16.0,505.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,18,1065,1113,49,24.5,530.5,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,19,1140,1198,59,29.5,568.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,20,1218,1242,25,12.5,607.0,1281
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,1,29,162,134,67.0,0.0,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,2,186,296,111,55.5,78.5,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,3,316,413,98,49.0,143.5,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,4,443,546,104,52.0,207.0,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,5,570,667,98,49.0,270.5,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,6,693,855,163,81.5,332.0,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,7,886,1044,159,79.5,428.5,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,8,1068,1189,122,61.0,519.5,1344
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,9,1211,1321,111,55.5,591.0,1344
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,1,32,241,210,105.0,0.0,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,2,262,353,92,46.0,115.0,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,3,377,448,72,36.0,172.5,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,4,470,568,99,49.5,219.0,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,5,583,640,58,29.0,275.5,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,6,661,762,102,51.0,314.5,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,7,783,846,64,32.0,375.5,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,8,869,940,72,36.0,418.5,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,9,964,1038,75,37.5,466.0,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,10,1053,1148,96,48.0,510.5,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,11,1160,1377,218,109.0,564.0,1426
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,1,43,385,343,171.5,0.0,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,2,437,605,169,84.5,197.0,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,3,634,720,87,43.5,295.5,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,4,739,840,102,51.0,348.0,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,5,863,940,78,39.0,410.0,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,6,960,1055,96,48.0,458.5,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,7,1083,1191,109,54.5,520.0,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,8,1208,1293,86,43.0,582.5,1341
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,1,31,131,101,50.5,0.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,2,158,249,92,46.0,63.5,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,3,264,399,136,68.0,116.5,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,4,422,562,141,70.5,195.5,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,5,588,640,53,26.5,278.5,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,6,667,704,38,19.0,318.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,7,727,781,55,27.5,348.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,8,796,836,41,20.5,382.5,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,9,858,917,60,30.0,413.5,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,10,937,1018,82,41.0,453.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,11,1035,1085,51,25.5,502.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,12,1095,1156,62,31.0,532.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,13,1175,1252,78,39.0,572.0,1293
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,1,32,147,116,58.0,0.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,2,172,256,85,42.5,70.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,3,289,352,64,32.0,128.5,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,4,369,428,60,30.0,168.5,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,5,451,486,36,18.0,209.5,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,6,513,591,79,39.5,240.5,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,7,608,662,55,27.5,288.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,8,686,830,145,72.5,327.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,9,853,944,92,46.0,410.5,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,10,970,1047,78,39.0,469.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,11,1068,1166,99,49.5,518.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,12,1184,1321,138,69.0,576.0,1430
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,1,1,32,32,16.0,0.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,2,62,116,55,27.5,30.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,3,154,230,77,38.5,76.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,4,249,345,97,48.5,124.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,5,366,367,2,1.0,182.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,6,368,404,37,18.5,183.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,7,430,534,105,52.5,214.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,8,562,563,2,1.0,280.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,9,564,606,43,21.5,281.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,10,639,783,145,72.5,319.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,11,809,886,78,39.0,404.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,12,915,988,74,37.0,457.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,13,1019,1061,43,21.5,509.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,14,1088,1134,47,23.5,543.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,15,1177,1237,61,30.5,588.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,1,19,60,42,21.0,0.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,2,77,125,49,24.5,29.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,3,149,192,44,22.0,65.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,4,215,250,36,18.0,98.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,5,279,321,43,21.5,130.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,6,352,463,112,56.0,166.5,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,7,496,549,54,27.0,238.5,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,8,577,654,78,39.0,279.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,9,677,730,54,27.0,329.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,10,759,823,65,32.5,370.0,1339
