source_file,experiment_code,run,week,temperature,star_id,date,time,flip_number,start_frame,end_frame,duration_frames,duration_seconds,seconds_from_first_flip_start,total_frames,flip_start_time,flip_end_time,total_duration_seconds,cumulative_flip_count
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,9,596,611,16,8.0,274.5,1274,298.0,305.5,637.0,7
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,4,313,463,151,75.5,155.5,1439,156.5,231.5,719.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,5,489,572,84,42.0,243.5,1439,244.5,286.0,719.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,3,136,160,25,12.5,50.5,1315,68.0,80.0,657.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,4,175,219,45,22.5,70.0,1315,87.5,109.5,657.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,5,255,296,42,21.0,110.0,1315,127.5,148.0,657.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,6,315,340,26,13.0,140.0,1315,157.5,170.0,657.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,7,363,387,25,12.5,164.0,1315,181.5,193.5,657.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,8,408,435,28,14.0,186.5,1315,204.0,217.5,657.5,6
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,9,463,498,36,18.0,214.0,1315,231.5,249.0,657.5,7
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,10,536,560,25,12.5,250.5,1315,268.0,280.0,657.5,8
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,2,260,388,129,64.5,103.0,1331,130.0,194.0,665.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,3,410,526,117,58.5,178.0,1331,205.0,263.0,665.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,4,560,804,245,122.5,253.0,1331,280.0,402.0,665.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,2,397,453,57,28.5,186.5,1294,198.5,226.5,647.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,3,481,598,118,59.0,228.5,1294,240.5,299.0,647.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,2,136,211,76,38.0,51.5,1439,68.0,105.5,719.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,3,248,342,95,47.5,107.5,1439,124.0,171.0,719.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,4,362,387,26,13.0,164.5,1439,181.0,193.5,719.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,5,406,442,37,18.5,186.5,1439,203.0,221.0,719.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,6,458,525,68,34.0,212.5,1439,229.0,262.5,719.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,7,544,609,66,33.0,255.5,1439,272.0,304.5,719.5,6
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,2,177,259,83,41.5,44.0,1328,88.5,129.5,664.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,3,264,283,20,10.0,87.5,1328,132.0,141.5,664.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,4,298,382,85,42.5,104.5,1328,149.0,191.0,664.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,5,418,527,110,55.0,164.5,1328,209.0,263.5,664.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,6,547,633,87,43.5,229.0,1328,273.5,316.5,664.0,5
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,2,223,310,88,44.0,82.5,1276,111.5,155.0,638.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,3,328,377,50,25.0,135.0,1276,164.0,188.5,638.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,4,397,478,82,41.0,169.5,1276,198.5,239.0,638.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p1\0-12_10_23-13_19_29-p1.csv,R2_W2_12C,R2,W2,12C,p1,2023-12-10,13:19:29,5,501,581,81,40.5,221.5,1276,250.5,290.5,638.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,3,173,202,30,15.0,75.0,1280,86.5,101.0,640.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,4,224,284,61,30.5,100.5,1280,112.0,142.0,640.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,5,305,442,138,69.0,141.0,1280,152.5,221.0,640.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,6,462,529,68,34.0,219.5,1280,231.0,264.5,640.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p11\0-12_10_23-13_58_59-p11.csv,R2_W2_12C,R2,W2,12C,p11,2023-12-10,13:58:59,7,545,606,62,31.0,261.0,1280,272.5,303.0,640.0,5
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,4,175,227,53,26.5,85.5,1281,87.5,113.5,640.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,5,246,273,28,14.0,121.0,1281,123.0,136.5,640.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,6,295,324,30,15.0,145.5,1281,147.5,162.0,640.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,7,340,375,36,18.0,168.0,1281,170.0,187.5,640.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,8,411,458,48,24.0,203.5,1281,205.5,229.0,640.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,9,481,541,61,30.5,238.5,1281,240.5,270.5,640.5,6
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p2\0-12_10_23-13_34_22-p2.csv,R2_W2_12C,R2,W2,12C,p2,2023-12-10,13:34:22,10,559,588,30,15.0,277.5,1281,279.5,294.0,640.5,7
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,2,186,296,111,55.5,78.5,1344,93.0,148.0,672.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,3,316,413,98,49.0,143.5,1344,158.0,206.5,672.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,4,443,546,104,52.0,207.0,1344,221.5,273.0,672.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\p8\0-12_10_23-13_46_42-p8.csv,R2_W2_12C,R2,W2,12C,p8,2023-12-10,13:46:42,5,570,667,98,49.0,270.5,1344,285.0,333.5,672.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,2,262,353,92,46.0,115.0,1426,131.0,176.5,713.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,3,377,448,72,36.0,172.5,1426,188.5,224.0,713.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,4,470,568,99,49.5,219.0,1426,235.0,284.0,713.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i1\0-12_14_23-14_00_42-i1.csv,R3_W1_12C,R3,W1,12C,i1,2023-12-14,14:00:42,5,583,640,58,29.0,275.5,1426,291.5,320.0,713.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i10\0-12_14_23-14_26_30-i10.csv,R3_W1_12C,R3,W1,12C,i10,2023-12-14,14:26:30,2,437,605,169,84.5,197.0,1341,218.5,302.5,670.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,2,158,249,92,46.0,63.5,1293,79.0,124.5,646.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,3,264,399,136,68.0,116.5,1293,132.0,199.5,646.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,4,422,562,141,70.5,195.5,1293,211.0,281.0,646.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i12\0-12_14_23-14_38_49-i12.csv,R3_W1_12C,R3,W1,12C,i12,2023-12-14,14:38:49,5,588,640,53,26.5,278.5,1293,294.0,320.0,646.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,2,172,256,85,42.5,70.0,1430,86.0,128.0,715.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,3,289,352,64,32.0,128.5,1430,144.5,176.0,715.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,4,369,428,60,30.0,168.5,1430,184.5,214.0,715.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,5,451,486,36,18.0,209.5,1430,225.5,243.0,715.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\i9\0-12_14_23-14_13_30-i9.csv,R3_W1_12C,R3,W1,12C,i9,2023-12-14,14:13:30,6,513,591,79,39.5,240.5,1430,256.5,295.5,715.0,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,3,154,230,77,38.5,76.5,1432,77.0,115.0,716.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,4,249,345,97,48.5,124.0,1432,124.5,172.5,716.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,5,366,367,2,1.0,182.5,1432,183.0,183.5,716.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,6,368,404,37,18.5,183.5,1432,184.0,202.0,716.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,7,430,534,105,52.5,214.5,1432,215.0,267.0,716.0,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,8,562,563,2,1.0,280.5,1432,281.0,281.5,716.0,6
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p3\0-12_14_23-13_09_30-p3.csv,R3_W1_12C,R3,W1,12C,p3,2023-12-14,13:09:30,9,564,606,43,21.5,281.5,1432,282.0,303.0,716.0,7
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,3,149,192,44,22.0,65.0,1339,74.5,96.0,669.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,4,215,250,36,18.0,98.0,1339,107.5,125.0,669.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,5,279,321,43,21.5,130.0,1339,139.5,160.5,669.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,6,352,463,112,56.0,166.5,1339,176.0,231.5,669.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,7,496,549,54,27.0,238.5,1339,248.0,274.5,669.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,8,577,654,78,39.0,279.0,1339,288.5,327.0,669.5,6
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,2,218,297,80,40.0,61.5,1432,109.0,148.5,716.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,3,319,366,48,24.0,112.0,1432,159.5,183.0,716.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,4,384,436,53,26.5,144.5,1432,192.0,218.0,716.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,5,459,491,33,16.5,182.0,1432,229.5,245.5,716.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,6,522,612,91,45.5,213.5,1432,261.0,306.0,716.0,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,2,181,238,58,29.0,38.5,1363,90.5,119.0,681.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,3,270,344,75,37.5,83.0,1363,135.0,172.0,681.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,4,396,432,37,18.5,146.0,1363,198.0,216.0,681.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,5,463,508,46,23.0,179.5,1363,231.5,254.0,681.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,6,526,600,75,37.5,211.0,1363,263.0,300.0,681.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,2,163,253,91,45.5,67.0,1253,81.5,126.5,626.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,3,264,353,90,45.0,117.5,1253,132.0,176.5,626.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,4,393,451,59,29.5,182.0,1253,196.5,225.5,626.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,5,467,522,56,28.0,219.0,1253,233.5,261.0,626.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,6,545,633,89,44.5,258.0,1253,272.5,316.5,626.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,2,269,341,73,36.5,102.0,1306,134.5,170.5,653.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,3,357,486,130,65.0,146.0,1306,178.5,243.0,653.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,4,501,550,50,25.0,218.0,1306,250.5,275.0,653.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,5,573,735,163,81.5,254.0,1306,286.5,367.5,653.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,2,206,319,114,57.0,81.5,1355,103.0,159.5,677.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,3,352,389,38,19.0,154.5,1355,176.0,194.5,677.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,4,424,474,51,25.5,190.5,1355,212.0,237.0,677.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,5,496,557,62,31.0,226.5,1355,248.0,278.5,677.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,2,479,570,92,46.0,214.5,1355,239.5,285.0,677.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,2,121,175,55,27.5,35.5,1283,60.5,87.5,641.5,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,3,192,224,33,16.5,71.0,1283,96.0,112.0,641.5,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,4,246,302,57,28.5,98.0,1283,123.0,151.0,641.5,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,5,318,351,34,17.0,134.0,1283,159.0,175.5,641.5,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,6,397,420,24,12.0,173.5,1283,198.5,210.0,641.5,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,7,439,492,54,27.0,194.5,1283,219.5,246.0,641.5,6
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,8,508,583,76,38.0,229.0,1283,254.0,291.5,641.5,7
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,9,600,675,76,38.0,275.0,1283,300.0,337.5,641.5,8
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,2,129,189,61,30.5,33.5,1290,64.5,94.5,645.0,1
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,3,205,262,58,29.0,71.5,1290,102.5,131.0,645.0,2
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,4,285,368,84,42.0,111.5,1290,142.5,184.0,645.0,3
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,5,390,440,51,25.5,164.0,1290,195.0,220.0,645.0,4
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,6,464,523,60,30.0,201.0,1290,232.0,261.5,645.0,5
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,7,544,585,42,21.0,241.0,1290,272.0,292.5,645.0,6
